name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value
David Smith,200,0,0,0,0,0,10,0,0,210
Sam Hoger,0,90,80,0,0,0,30,9,0,209
Lukasz Brzeski,0,90,0,0,0,0,30,89,0,209
Bryan Baker,100,0,0,0,70,0,10,28,0,208
Asu Almabayev,0,90,80,0,0,0,0,37,0,207
Don Madge,100,0,80,0,0,0,0,27,0,207
Carlos Prates,200,0,0,0,0,0,0,7,0,207
Gustavo Lopez,0,90,80,0,0,0,20,17,0,207
James Head,0,90,0,0,70,0,30,16,0,206
Daniel Gracie,0,90,0,0,70,0,10,35,0,205
Jason DeLucia,0,180,0,0,0,0,20,5,0,205
Themba Gorimbo,100,0,80,0,0,0,10,15,0,205
Shamar Bailey,0,0,160,0,0,0,30,14,0,204
Iasmin Lucindo,0,90,80,0,0,0,10,24,0,204
Danilo Marques,0,90,80,0,0,0,20,13,0,203
Aliaskhab Khizriev,0,180,0,0,0,10,0,13,0,203
Steve Bosse,100,0,80,0,0,0,10,13,0,203
Yohan Lainesse,100,0,0,0,70,0,30,3,0,203
Mallory Martin,0,90,80,0,0,0,30,3,0,203
Tiago dos Santos e Silva,0,0,80,0,70,0,20,32,0,202
Masaaki Satake,100,0,0,0,0,0,70,32,0,202
Felipe Colares,0,0,80,0,70,0,40,12,0,202
Joe Charles,0,180,0,0,0,0,20,1,0,201
MarQuel Mederos,100,0,80,0,0,0,0,21,0,201
Julia Budd,100,0,80,0,0,0,20,1,0,201
Maheshate,100,0,80,0,0,0,20,1,0,201
Kaiwen,100,0,80,0,0,0,0,21,0,201
Abubakar Nurmagomedov,0,0,160,0,0,0,20,21,0,201
Raul Castillo,100,90,0,0,0,0,10,0,0,200
Mike Wilkinson,100,0,80,0,0,0,20,0,0,200
Sam Adkins,100,0,80,0,0,0,20,0,0,200
Aleksandra Albu,0,90,80,0,0,0,20,10,0,200
John Maguire,0,90,80,0,0,0,30,0,0,200
Diego Rivas,100,0,80,0,0,0,20,0,0,200
Chepe Mariscal,100,0,80,0,0,0,0,20,0,200
Clayton Carpenter,0,90,80,0,0,0,0,30,0,200
Akitoshi Tamura,0,0,80,0,0,0,20,100,0,200
Kyle Bochniak,0,0,80,0,70,0,50,0,0,200
Ramiz Brahimaj,0,180,0,0,0,0,20,0,0,200
Jessamyn Duke,0,0,80,0,0,0,30,89,0,199
Masanori Kanehara,0,0,160,0,0,0,20,18,0,198
Rex Richards,100,90,0,0,0,0,0,7,0,197
Chris Kelades,0,0,80,0,70,0,20,27,0,197
Danielle Taylor,0,0,80,0,70,0,30,17,0,197
Dave Terrel,100,0,80,0,0,0,10,7,0,197
Mana Martinez,0,0,0,0,140,0,30,26,0,196
Levan Makashvili,0,0,0,75,70,0,10,41,0,196
Alexander Munoz,0,0,160,0,0,0,20,15,0,195
William Macario,0,0,80,0,0,0,30,85,0,195
Fredson Paixao,0,90,0,0,70,0,30,5,0,195
Chance Rencountre,0,90,80,0,0,0,20,4,0,194
Adam Wieczorek,0,90,80,0,0,0,10,14,0,194
Rickson Gracie,0,180,0,0,0,0,0,14,0,194
Sarah Frota,100,0,0,0,0,0,20,74,0,194
Genki Sudo,0,180,0,0,0,0,10,4,0,194
Sam Patterson,0,180,0,0,0,0,10,4,0,194
Martin Bravo,100,0,0,0,0,0,30,64,0,194
Charles Radtke,100,0,80,0,0,0,0,14,0,194
Brady Hiestand,100,0,80,0,0,0,10,4,0,194
Antonio Carvalho,100,0,0,0,70,0,20,3,0,193
Jarjis Danho,100,0,0,75,0,0,10,8,0,193
Kailin Curran,0,90,0,0,0,0,60,41,0,191
David Heath,0,90,0,0,70,0,30,1,0,191
Francisco Figueiredo,0,90,80,0,0,0,20,1,0,191
Shane Nelson,100,0,0,0,70,0,20,1,0,191
Loik Radzhabov,100,0,80,0,0,0,10,1,0,191
Jordan Wright,100,0,0,0,0,10,50,31,0,191
Andre Roberts,100,0,80,0,0,0,10,0,0,190
Herman Terrado,100,90,0,0,0,0,0,0,0,190
Tom Duquesnoy,100,0,80,0,0,0,10,0,0,190
Tainara Lisboa,0,90,80,0,0,0,0,19,0,189
Jonny Parsons,100,0,0,0,70,0,0,19,0,189
Satoshi Ishii,0,0,160,0,0,0,20,8,0,188
Norifumi Yamamoto,100,0,0,0,0,10,50,28,0,188
Jarred Brooks,0,0,0,0,140,0,20,28,0,188
Sheymon Moraes,0,0,80,0,70,0,30,7,0,187
Poppies Martinez,0,180,0,0,0,0,0,7,0,187
Jeff Hughes,100,0,0,0,0,10,30,45,0,185
Eric Schambari,0,0,160,0,0,0,10,14,0,184
Kiichi Kunimoto,0,90,0,0,70,0,20,4,0,184
Pingyuan Liu,0,0,80,0,70,0,20,13,0,183
Igor Araujo,0,0,160,0,0,0,20,3,0,183
Chris Wilson,0,0,80,0,0,0,30,73,0,183
Ramon Taveras,100,0,0,0,70,0,10,3,0,183
Cody Gibson,100,0,0,0,0,0,40,42,0,182
Kai Kamaka,0,0,80,75,0,0,20,7,0,182
Danny Chavez,0,0,80,75,0,0,20,6,0,181
Jason Day,100,0,0,0,0,0,30,26,25,181
Kazula Vargas,0,0,80,0,0,0,30,71,0,181
Justin McCully,0,0,160,0,0,0,20,0,0,180
Scott Graham,0,90,80,0,0,0,10,0,0,180
Akira Corassani,0,0,80,0,70,0,30,0,0,180
Yohan Banks,100,0,80,0,0,0,0,0,0,180
Jesse Finney,0,180,0,0,0,0,0,0,0,180
Luke Jumeau,0,0,160,0,0,0,20,0,0,180
Joe Duarte,0,90,80,0,0,0,10,0,0,180
Ralek Gracie,0,90,80,0,0,0,0,10,0,180
Milton Vieira,0,90,0,0,70,0,20,0,0,180
Shane Campbell,0,0,80,0,0,0,40,59,0,179
Qiu Lun,0,0,80,0,0,0,20,78,0,178
Andrew Holbrook,0,0,0,0,140,0,30,8,0,178
Zac Pauga,0,0,80,0,0,0,30,68,0,178
Nyamjargal Tumendemberel,0,90,0,0,70,0,0,17,0,177
Felipe Silva,100,0,0,0,0,0,20,56,0,176
Abdul-Kerim Edilov,100,0,0,0,0,0,0,76,0,176
Elvis Sinosic,0,90,0,0,0,0,60,0,25,175
Deividas Taurosevicius,0,0,80,0,70,0,10,14,0,174
Lucas Almeida,100,0,0,0,0,0,30,44,0,174
Zhang Lipeng,0,0,80,0,70,0,20,4,0,174
Khalid Taha,100,0,0,0,0,10,40,23,0,173
Waylon Lowe,0,0,80,0,70,0,20,3,0,173
Trey Ogden,0,0,80,0,0,10,20,63,0,173
Satoshi Honma,100,0,0,0,0,0,20,53,0,173
Mike Santiago,100,0,0,0,0,0,30,42,0,172
Vernon White,0,0,0,0,70,0,50,27,25,172
Phillip Miller,0,90,80,0,0,0,0,1,0,171
Wu Yanan,0,90,0,0,0,0,50,31,0,171
Chris Holdsworth,0,90,80,0,0,0,0,1,0,171
Wayne Phillips,0,90,0,0,70,0,10,0,0,170
Jesse Gillespie,0,0,80,0,70,0,20,0,0,170
Carmelo Marrero,0,0,0,0,140,0,30,0,0,170
Edgar Garcia,100,0,0,0,0,0,40,30,0,170
Mario Miranda,100,0,0,0,0,0,30,40,0,170
Sultan Aliev,0,0,80,0,70,0,20,0,0,170
Ben Holscher,0,90,80,0,0,0,0,0,0,170
Viviane Pereira,0,0,80,0,70,0,20,0,0,170
Saparbeg Safarov,0,0,80,0,0,0,30,59,0,169
Nick Thompson,0,0,80,0,0,0,30,34,25,169
Melissa Gatto,100,0,0,0,0,0,20,49,0,169
Nicco Montano,0,0,80,0,0,0,10,54,25,169
Thibault Gouti,100,0,0,0,0,0,50,19,0,169
Mizuki,0,0,80,0,70,0,10,8,0,168
Hirotaka Yokoi,0,90,0,0,0,0,40,38,0,168
Zhalgas Zhumagulov,0,90,0,0,0,0,60,18,0,168
Justin Gonzales,0,0,80,0,0,0,0,87,0,167
Jessica Aguilar,0,0,80,0,0,0,40,47,0,167
Seth Petruzelli,100,0,0,0,0,0,40,27,0,167
Jacqueline Cavalcanti,0,0,80,0,0,0,0,87,0,167
Lucas Alexander,0,0,80,0,0,0,20,66,0,166
Alex Hunter,0,90,0,0,70,0,0,6,0,166
Austin Arnett,0,0,80,0,0,0,40,44,0,164
Leonardo Mafra,0,0,80,0,0,0,30,54,0,164
Reuben Duran,0,90,0,0,0,0,30,44,0,164
John Albert,100,0,0,0,0,0,40,24,0,164
Melquizael Costa,0,0,80,0,0,0,20,62,0,162
James McSweeney,100,0,0,0,0,0,20,42,0,162
Brok Weaver,0,0,80,0,0,0,20,62,0,162
JP Buys,0,90,0,0,0,0,50,22,0,162
Valentijn Overeem,0,90,0,0,0,0,60,12,0,162
Mike Guymon,0,0,80,0,0,0,30,52,0,162
Rizvan Kuniev,100,0,0,0,0,0,0,61,0,161
Aalon Cruz,100,0,0,0,0,0,20,40,0,160
Royston Wee,0,0,80,0,70,0,10,0,0,160
Mike Whitehead,0,0,80,0,0,0,40,15,25,160
Thiago Perpetuo,100,0,0,0,0,0,20,39,0,159
Christian Morecraft,0,90,0,0,0,0,30,39,0,159
Corey Hill,100,0,0,0,0,0,20,39,0,159
Gil Castillo,0,0,80,0,0,0,20,9,50,159
Bibulatov Magomed,0,0,80,0,0,0,20,59,0,159
Yui Chul Nam,0,0,0,0,70,0,20,69,0,159
Will Campuzano,0,0,80,0,0,0,60,18,0,158
Danny Silva,0,0,80,0,70,0,0,7,0,157
WonBin Ki,100,0,0,0,0,0,20,36,0,156
Andy Ogle,0,0,80,0,0,0,50,25,0,155
Joachim Christensen,100,0,0,0,0,0,30,25,0,155
Gilbert Urbina,100,0,0,0,0,0,20,35,0,155
Geraldo de Freitas,0,0,80,0,0,0,20,55,0,155
Carlo Prater,0,90,0,0,0,0,40,0,25,155
Josh McDonald,0,0,80,75,0,0,0,0,0,155
Journey Newson,0,0,80,0,0,10,40,25,0,155
Mason Jones,0,0,80,0,0,10,20,45,0,155
John Phillips,100,0,0,0,0,0,50,4,0,154
Cody Donovan,100,0,0,0,0,0,30,24,0,154
Renee Forte,0,0,80,0,0,0,30,44,0,154
Nate Mohr,0,0,80,0,0,0,30,44,0,154
Denis Tiuliulin,100,0,0,0,0,0,40,13,0,153
Akiyo Nishiura,100,0,0,0,0,0,30,23,0,153
Marcelo Golm,0,90,0,0,0,0,30,33,0,153
Walel Watson,100,0,0,0,0,0,30,23,0,153
Alex Nicholson,100,0,0,0,0,0,30,23,0,153
Shungo Oyama,0,0,80,0,0,0,70,3,0,153
Mike Breeden,100,0,0,0,0,0,40,12,0,152
Justin Jaynes,100,0,0,0,0,0,40,12,0,152
Oluwale Bamgbose,100,0,0,0,0,0,40,12,0,152
Abus Magomedov,100,0,0,0,0,0,20,7,25,152
Sheldon Westcott,100,0,0,0,0,0,20,32,0,152
Mark Eddiva,0,0,80,0,0,0,30,42,0,152
Jerome Rivera,0,0,80,0,0,0,40,32,0,152
Trevin Jones,100,0,0,0,0,10,40,2,0,152
Alvin Robinson,0,0,80,0,0,0,30,41,0,151
Willie Gates,100,0,0,0,0,0,30,21,0,151
Zarrukh Adashev,0,0,80,0,0,0,30,41,0,151
Frankie Perez,100,0,0,0,0,0,30,21,0,151
Paulo Cesar Silva,0,90,0,0,0,0,60,0,0,150
Zachary Micklewright,0,0,80,0,0,0,20,50,0,150
Ike Villanueva,100,0,0,0,0,0,50,0,0,150
Cory Devela,100,0,0,0,0,0,30,20,0,150
Talita Alencar,0,0,80,0,70,0,0,0,0,150
Adam Milstead,100,0,0,0,0,10,20,19,0,149
Kevin Syler,0,0,80,0,0,0,10,59,0,149
Bobby Moffett,0,90,0,0,0,10,20,29,0,149
Allen Crowder,100,0,0,0,0,0,20,28,0,148
Wesley Correira,100,0,0,0,0,0,30,18,0,148
Vik Grujic,100,0,0,0,0,0,30,18,0,148
Austen Lane,100,0,0,0,0,10,20,17,0,147
Mario Sousa,0,0,80,0,0,0,20,47,0,147
Dan Bobish,0,90,0,0,0,0,40,17,0,147
Ricky Palacios,0,0,80,0,0,0,0,67,0,147
Branden Lee Hinkle,100,0,0,0,0,0,20,27,0,147
Eddie Gordon,100,0,0,0,0,0,30,17,0,147
Augusto Montano,100,0,0,0,0,0,20,27,0,147
Maria Silva,0,0,80,0,0,0,10,56,0,146
Dan Argueta,0,0,80,0,0,20,10,36,0,146
Henry Miller,100,0,0,0,0,0,40,6,0,146
Jonathan Meunier,0,0,80,0,0,0,10,56,0,146
Sasha Palatnikov,100,0,0,0,0,0,20,26,0,146
Yusaku Kinoshita,100,0,0,0,0,0,20,25,0,145
Rob Broughton,0,90,0,0,0,0,20,35,0,145
Darko Stosic,100,0,0,0,0,0,30,15,0,145
Juliana Miller,100,0,0,0,0,0,20,24,0,144
Trey Waters,0,0,80,0,0,0,10,54,0,144
Khalid Murtazaliev,100,0,0,0,0,0,0,44,0,144
Clay Collard,0,0,80,0,0,0,30,34,0,144
Stanislav Nedkov,100,0,0,0,0,10,20,14,0,144
Greg Soto,0,0,80,0,0,0,20,44,0,144
Francisco Prado,100,0,0,0,0,0,20,24,0,144
Silvana Gomez Juarez,100,0,0,0,0,0,30,13,0,143
Emil Meek,0,0,80,0,0,0,30,33,0,143
Mark Weir,100,0,0,0,0,0,30,13,0,143
Carlos Candelario,0,0,80,0,0,0,30,33,0,143
Mark Godbeer,0,0,80,0,0,0,20,43,0,143
Isaac Dulgarian,100,0,0,0,0,0,10,33,0,143
Josh Quinlan,100,0,0,0,0,10,20,13,0,143
Jeremy Kimball,100,0,0,0,0,0,30,13,0,143
Daniel Teymur,0,0,80,0,0,0,40,22,0,142
Maria Oliveira,0,0,0,0,70,0,40,32,0,142
Junior Albini,100,0,0,0,0,0,40,2,0,142
Fernie Garcia,100,0,0,0,0,0,40,2,0,142
Tony Sims,100,0,0,0,0,0,20,22,0,142
Junior Tafa,100,0,0,0,0,0,20,21,0,141
Luigi Vendramini,100,0,0,0,0,0,30,11,0,141
Shanna Young,100,0,0,0,0,0,40,1,0,141
Top Noi Kiwram,0,0,80,0,0,0,20,41,0,141
Mike Grundy,100,0,0,0,0,0,30,11,0,141
Devin Powell,100,0,0,0,0,0,30,11,0,141
Syuri Kondo,0,0,0,0,70,0,30,40,0,140
Dustin Pague,0,90,0,0,0,0,50,0,0,140
Darryl Cobb,0,0,0,0,140,0,0,0,0,140
Charlie Campbell,100,0,0,0,0,0,10,30,0,140
Tim Hague,0,90,0,0,0,0,40,10,0,140
Chris de la Rocha,100,0,0,0,0,0,30,10,0,140
Jeff Hougland,0,0,80,0,0,0,30,30,0,140
Brianna Fortino,0,0,80,0,0,0,10,49,0,139
Spike Carlyle,100,0,0,0,0,0,20,18,0,138
Igor Severino,100,0,0,0,0,0,0,38,0,138
Hong Man Choi,100,0,0,0,0,0,30,8,0,138
Jesse Lennox,100,0,0,0,0,0,20,18,0,138
Evan Elder,0,0,80,0,0,0,20,38,0,138
Viktor Pesta,0,0,80,0,0,0,40,18,0,138
Anthony Macias,100,0,0,0,0,0,30,8,0,138
Ron Stallings,0,0,80,0,0,0,30,27,0,137
Elizabeth Phillips,0,0,80,0,0,0,30,27,0,137
Vinny Magalhaes,0,90,0,0,0,0,40,7,0,137
Eduardo Garagorri,0,0,80,0,0,0,20,37,0,137
Jenel Lausa,0,0,80,0,0,0,30,27,0,137
Michael Kuiper,100,0,0,0,0,0,30,7,0,137
Guto Inocente,0,0,80,0,0,0,20,37,0,137
Collin Anglin,0,0,80,0,0,0,20,36,0,136
Abu Azaitar,0,0,80,0,0,0,20,36,0,136
Jake Hecht,100,0,0,0,0,0,20,16,0,136
Gaston Bolanos,0,0,80,0,0,0,10,46,0,136
Sherron Leggett,100,0,0,0,0,0,10,26,0,136
Dave Strasser,0,0,80,0,0,0,20,36,0,136
Daniel Spitz,100,0,0,0,0,0,30,5,0,135
Kay Hansen,0,90,0,0,0,0,30,15,0,135
Wagner da Conceicao Martins,100,0,0,0,0,0,30,5,0,135
Justin Levens,100,0,0,0,0,0,30,5,0,135
Ben Askren,0,90,0,0,0,0,20,0,25,135
David Mitchell,0,0,80,0,0,0,40,15,0,135
Mateus Mendonca,100,0,0,0,0,0,30,5,0,135
Crafton Wallace,100,0,0,0,0,0,20,15,0,135
Wallid Ismail,0,90,0,0,0,0,30,15,0,135
Matt Dwyer,100,0,0,0,0,0,30,5,0,135
Danny Martinez,0,0,80,0,0,0,40,14,0,134
Vinicius Moreira,0,90,0,0,0,0,40,4,0,134
Jonathan Wilson,100,0,0,0,0,0,30,4,0,134
Kyle Bradley,100,0,0,0,0,0,30,4,0,134
Kevin Borjas,0,0,80,0,0,0,10,44,0,134
Pedro Falcao,100,0,0,0,0,0,0,34,0,134
Humberto Bandenay,100,0,0,0,0,0,30,4,0,134
Peter Barrett,0,0,80,0,0,0,20,34,0,134
David Bielkheden,0,0,80,0,0,0,30,24,0,134
Vagner Rocha,0,90,0,0,0,0,40,3,0,133
Brandon Visher,100,0,0,0,0,0,20,13,0,133
Edgar Chairez,0,90,0,0,0,10,20,13,0,133
Talita Bernardo,0,0,80,0,0,0,30,23,0,133
Reginaldo Vieira,0,0,80,0,0,0,20,33,0,133
Ben Alloway,100,0,0,0,0,0,20,13,0,133
Francisco Trevino,0,0,80,0,0,0,20,33,0,133
Ricardo Morais,100,0,0,0,0,0,20,12,0,132
Vinicius Salvador,100,0,0,0,0,0,20,12,0,132
Stephanie Luciano,0,0,80,0,0,0,0,52,0,132
Tokimitsu Ishizawa,100,0,0,0,0,0,30,2,0,132
Marcel Fortuna,100,0,0,0,0,0,20,12,0,132
Alvaro Herrera Mendoza,100,0,0,0,0,0,30,2,0,132
Erik Silva,100,0,0,0,0,0,20,12,0,132
Pete Rodriguez,100,0,0,0,0,0,20,12,0,132
Tristan Connelly,0,0,80,0,0,0,20,32,0,132
Jan Nortje,100,0,0,0,0,0,20,12,0,132
Mike Hayes,0,0,80,0,0,0,0,51,0,131
Julia Polastri,0,90,0,0,0,0,10,31,0,131
Louis Cosce,100,0,0,0,0,0,20,11,0,131
Sam Spengler,100,0,0,0,0,0,20,11,0,131
Yoshiki Takahashi,0,0,80,0,0,0,30,21,0,131
Adam Fugitt,100,0,0,0,0,0,20,11,0,131
Marcos Vinicius,100,0,0,0,0,0,20,11,0,131
Robert McDaniel,0,90,0,0,0,0,20,21,0,131
Henry Briones,0,90,0,0,0,0,40,0,0,130
Genaro Valdez,100,0,0,0,0,0,30,0,0,130
David Zawada,0,90,0,0,0,0,40,0,0,130
Goran Reljic,100,0,0,0,0,0,30,0,0,130
Geane Herrera,100,0,0,0,0,0,30,0,0,130
Marcin Held,0,0,80,0,0,0,30,20,0,130
Cal Worsham,100,0,0,0,0,0,20,10,0,130
Alex Chambers,0,90,0,0,0,0,40,0,0,130
Todd Moore,0,0,80,0,0,0,40,10,0,130
Justin Buchholz,0,90,0,0,0,0,40,0,0,130
Phillipe Nover,0,0,0,0,70,0,60,0,0,130
Gokhan Saki,100,0,0,0,0,0,10,20,0,130
Josh Sampo,0,90,0,0,0,0,30,10,0,130
Louis Gaudinot,0,90,0,0,0,10,30,0,0,130
Daiki Hata,0,0,80,0,0,0,20,30,0,130
Pawel Nastula,0,90,0,0,0,0,30,10,0,130
Issei Tamura,100,0,0,0,0,0,20,9,0,129
Patrick Kaase,100,0,0,0,0,0,0,29,0,129
Harold Howard,100,0,0,0,0,0,20,9,0,129
Patrick Murphy,0,0,80,0,0,0,10,39,0,129
Magomed Gadzhiyasulov,0,0,80,0,0,0,0,49,0,129
Bobby Lashley,100,0,0,0,0,0,10,19,0,129
Danny Downes,0,0,80,0,0,0,30,19,0,129
John Gunderson,0,0,80,0,0,0,20,29,0,129
Jason Gonzalez,0,90,0,0,0,0,30,9,0,129
Shara Magomedov,0,0,80,0,0,0,0,48,0,128
Egan Inoue,100,0,0,0,0,0,20,8,0,128
Joseph Morales,0,90,0,0,0,0,20,18,0,128
Jon Delos Reyes,0,90,0,0,0,0,30,8,0,128
Renato Verissimo,0,0,80,0,0,0,30,18,0,128
Tom Murphy,100,0,0,0,0,0,0,28,0,128
Taiei Kin,0,0,80,0,0,0,20,28,0,128
Geza Kalman,100,0,0,0,0,0,10,18,0,128
Danillo Villefort,100,0,0,0,0,0,20,8,0,128
Chris Fishgold,0,90,0,0,0,0,30,7,0,127
Mark Climaco,0,0,80,0,0,0,10,37,0,127
Kim Couture,100,0,0,0,0,0,10,17,0,127
Julius Anglickas,0,90,0,0,0,0,0,37,0,127
Abel Cullum,0,0,80,0,0,0,20,27,0,127
Akbarh Arreola,0,90,0,0,0,0,30,7,0,127
Serhiy Sidey,100,0,0,0,0,0,10,17,0,127
Coty Wheeler,0,90,0,0,0,0,30,6,0,126
Teemu Packalen,0,90,0,0,0,0,30,6,0,126
Anton Kuivanen,0,0,0,0,70,0,20,36,0,126
Jamie Moyle,0,0,80,0,0,0,20,26,0,126
Richie Vaculik,0,0,80,0,0,0,30,16,0,126
Christian Aguilera,100,0,0,0,0,0,20,6,0,126
Joe Pearson,0,90,0,0,0,0,10,1,25,126
Bertrand Amoussou,100,0,0,0,0,0,0,26,0,126
Sam Oropeza,100,0,0,0,0,0,0,26,0,126
Kyle Watson,0,0,80,0,0,0,10,36,0,126
Rafael Rebello,0,90,0,0,0,0,20,15,0,125
Jesse Bongfeldt,0,0,0,75,0,0,10,40,0,125
Seo Hee Ham,0,0,80,0,0,0,30,15,0,125
Patrick Williams,0,90,0,0,0,0,30,5,0,125
Jason Young,0,0,80,0,0,0,30,15,0,125
Shohei Nose,100,0,0,0,0,0,20,5,0,125
James Llontop,0,0,80,0,0,0,0,45,0,125
Travis Fulton,0,0,80,0,0,0,20,25,0,125
Maciej Jewtuszko,100,0,0,0,0,0,10,15,0,125
Matt Hobar,0,0,80,0,0,0,20,25,0,125
Valmir Lazaro,0,0,0,0,70,0,20,35,0,125
Taiyilake Nueraji,100,0,0,0,0,0,0,24,0,124
Eiji Mitsuoka,0,0,80,0,0,0,30,14,0,124
Tor Troeng,0,90,0,0,0,0,30,4,0,124
Rolando Delgado,0,90,0,0,0,0,20,14,0,124
Phil Harris,0,0,80,0,0,10,30,4,0,124
Conor Heun,0,0,80,0,0,0,30,14,0,124
Jeremiah Metcalf,0,90,0,0,0,0,20,13,0,123
Yanal Ashmouz,100,0,0,0,0,0,10,13,0,123
Jessin Ayari,0,0,0,0,70,0,30,23,0,123
Cesar Almeida,0,0,80,0,0,0,0,43,0,123
Mike Budnik,0,90,0,0,0,0,30,3,0,123
Cole Smith,0,0,80,0,0,0,20,23,0,123
Miranda Granger,0,0,80,0,0,0,30,13,0,123
Ian Loveland,0,0,80,0,0,0,20,23,0,123
Kevin Rosier,100,0,0,0,0,0,20,3,0,123
Hayder Hassan,100,0,0,0,0,0,20,3,0,123
Anderson Dos Santos,0,90,0,0,0,0,30,2,0,122
Brendson Ribeiro,100,0,0,0,0,0,10,12,0,122
Sean Soriano,0,0,0,0,0,0,50,72,0,122
Takashi Sugiura,100,0,0,0,0,0,10,12,0,122
Nick Pace,0,90,0,0,0,0,30,2,0,122
Tommy Speer,100,0,0,0,0,0,20,2,0,122
Lu Kai,100,0,0,0,0,0,20,2,0,122
Vanessa Melo,0,0,80,0,0,0,30,12,0,122
Naoki Inoue,0,0,80,0,0,0,10,32,0,122
Martin Day,0,0,0,0,0,0,50,72,0,122
Erick Montano,0,0,0,0,70,0,20,31,0,121
Seth Kleinbeck,100,0,0,0,0,0,10,11,0,121
John Lewis,100,0,0,0,0,0,10,11,0,121
Marcus Bossett,100,0,0,0,0,0,20,1,0,121
Rachael Ostovich,0,90,0,0,0,0,30,1,0,121
Te Edwards,100,0,0,0,0,0,20,1,0,121
Simeon Thoresen,0,90,0,0,0,0,20,11,0,121
Tom Nolan,100,0,0,0,0,0,10,11,0,121
Victor Martinez,0,0,80,0,0,0,10,31,0,121
Joe Ray,100,0,0,0,0,0,20,0,0,120
Paul Jones,0,90,0,0,0,0,10,20,0,120
Virgil Zwicker,100,0,0,0,0,0,20,0,0,120
Matt Veach,100,0,0,0,0,0,20,0,0,120
Troy Mandaloniz,100,0,0,0,0,0,10,10,0,120
Jack Nilson,100,0,0,0,0,0,10,10,0,120
Scott Lighty,100,0,0,0,0,0,20,0,0,120
Domingo Pilarte,0,90,0,0,0,10,20,0,0,120
Hitomi Akano,0,90,0,0,0,0,30,0,0,120
Abongo Humphrey,0,90,0,0,0,0,30,0,0,120
Jason Dent,0,90,0,0,0,0,30,0,0,120
Marcio Alexandre Junior,0,90,0,0,0,0,30,0,0,120
Dan Lauzon,0,90,0,0,0,0,30,0,0,120
Dennis Buzukja,0,0,80,0,0,0,30,10,0,120
Kyle Stewart,100,0,0,0,0,0,20,0,0,120
Tyler Stinson,100,0,0,0,0,0,20,0,0,120
Yoshihiro Nakao,0,90,0,0,0,0,10,20,0,120
Dwayne Cason,100,0,0,0,0,0,10,10,0,120
Andrei Semenov,100,0,0,0,0,0,20,0,0,120
TJ Cook,100,0,0,0,0,0,20,0,0,120
Keisuke Sasu,0,0,80,0,0,0,20,20,0,120
Aaron Brink,100,0,0,0,0,10,10,0,0,120
Tulio Palhares,100,0,0,0,0,0,0,20,0,120
Mike Cook,100,0,0,0,0,0,20,0,0,120
Dale Hartt,100,0,0,0,0,0,20,0,0,120
Liana Jojua,0,90,0,0,0,0,30,0,0,120
Rory Markham,100,0,0,0,0,0,20,0,0,120
Daichi Abe,0,0,80,0,0,0,20,20,0,120
Mike Rio,0,90,0,0,0,0,30,0,0,120
Kazuhiro Hamanaka,0,0,80,0,0,0,10,30,0,120
Christian Colombo,0,0,0,75,0,0,20,24,0,119
Junie Browning,0,90,0,0,0,0,10,19,0,119
Francisco Bueno,100,0,0,0,0,0,10,9,0,119
Charalampos Grigoriou,100,0,0,0,0,0,10,9,0,119
Rolando Dy,0,0,80,0,0,0,30,9,0,119
Brad Kohler,100,0,0,0,0,0,10,9,0,119
Kamuela Kirk,0,0,80,0,0,0,30,8,0,118
Gadzhi Omargadzhiev,0,90,0,0,0,0,20,8,0,118
Nick Denis,100,0,0,0,0,0,10,8,0,118
Mike Nickels,0,90,0,0,0,0,10,18,0,118
Andreas Michailidis,0,0,80,0,0,0,30,8,0,118
Klidson Abreu,0,0,80,0,0,10,20,8,0,118
Per Eklund,0,90,0,0,0,0,20,8,0,118
Morgan Charriere,100,0,0,0,0,0,0,17,0,117
SangWon Kim,100,0,0,0,0,0,10,7,0,117
Sai Wang,0,0,80,0,0,0,10,27,0,117
Luke Zachrich,0,0,80,0,0,0,20,17,0,117
Katsuhiko Nagata,0,0,80,0,0,0,30,7,0,117
Shelton Graves,100,0,0,0,0,0,0,17,0,117
Galore Bofando,100,0,0,0,0,0,10,7,0,117
Rob MacDonald,0,90,0,0,0,0,20,7,0,117
KyeungPyo Kim,100,0,0,0,0,0,10,7,0,117
Colton Smith,0,0,80,0,0,0,30,6,0,116
Lance Gibson,100,0,0,0,0,0,10,6,0,116
Joe Slick,100,0,0,0,0,0,10,6,0,116
Ricardo Abreu,0,90,0,0,0,0,10,16,0,116
Brian Schwartz,100,0,0,0,0,0,10,6,0,116
Peter Danesoe,100,0,0,0,0,0,10,6,0,116
Cristiano Marcello,0,0,0,0,70,0,40,6,0,116
Andre Lima,0,0,80,0,0,0,0,36,0,116
Rashad Coulter,0,0,80,0,0,0,30,6,0,116
Orlando Wiet,100,0,0,0,0,0,10,6,0,116
Jose Palacios,0,0,80,0,0,0,20,15,0,115
Shamil Gamzatov,0,0,0,0,70,0,10,35,0,115
Sarah Alpar,0,90,0,0,0,0,20,5,0,115
Satoru Kitaoka,0,0,0,0,70,0,20,0,25,115
Luis Pajuelo,100,0,0,0,0,0,0,15,0,115
Jon Hess,100,0,0,0,0,0,0,15,0,115
